fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,sulfur ratio,pH,sulphates,alcohol,quality
1.189511807513567,0.22702523671460553,0.0,0.7397400381324154,0.03363296691453863,0.20376208465019627,0.5570289908094604,0.20702923940802792,0.8671583948358643,5
1.2383439688596058,0.24209058562270594,0.0,0.9404522868105489,0.0372778308073226,0.22489058366878897,0.3805120905841854,0.24392246225968514,1.0181377286032471,5
1.2383439688596058,0.2328905869015367,0.03936551200236255,0.8627127177292042,0.03645389071590923,0.18198835750768336,0.41782444102495925,0.2357089027115093,1.0181377286032471,5
1.5128515319533253,0.1331829665822012,0.4637820605277281,0.7397400381324154,0.03342070950718706,0.18476063968721096,0.35465459517101305,0.213984851312742,1.0181377286032471,6
1.189511807513567,0.22702523671460553,0.0,0.7397400381324154,0.03363296691453863,0.20376208465019627,0.5570289908094604,0.20702923940802792,0.8671583948358643,5
1.189511807513567,0.22251744408586882,0.0,0.7046211877470209,0.03342070950718706,0.2044237521604105,0.5570289908094604,0.20702923940802792,0.8671583948358643,5
1.2497385254743898,0.21467351350634126,0.058588890862076526,0.6277746701663045,0.03204121087063751,0.16981778543511894,0.4417800369386983,0.16605886834758196,0.8671583948358643,5
1.176406818991397,0.22130571914794905,0.0,0.4393080381311276,0.031011457402986938,0.3231160029246965,0.4932146683430648,0.17068305001301745,1.0855468470854945,7
1.2383439688596058,0.2117254192437844,0.01983949544729266,0.772941406705803,0.03298153469633681,0.2694921256520084,0.4764323976603706,0.2105523825387784,0.9071900134505322,7
1.2022401401302003,0.1978932282987683,0.3165360653971067,1.443590378938235,0.032522029198362376,0.11768143586598818,0.47075950228516916,0.2715225980370791,1.235792725104069,5
1.088636160974,0.2117254192437844,0.07751990228194118,0.7046211877470209,0.03714799959584212,0.1569621297593278,0.42989077333648396,0.1996984034904862,0.7817125750911293,5
1.2022401401302003,0.1978932282987683,0.3165360653971067,1.443590378938235,0.032522029198362376,0.11768143586598818,0.47075950228516916,0.2715225980370791,1.235792725104069,5
0.8681633924676062,0.21676914067950007,0.0,0.6277746701663045,0.035998871149549645,0.1786505948392582,0.5920166330751547,0.1919659474790872,1.0524361994225946,5
1.2383439688596058,0.2160811892417543,0.26082919676035365,0.6277746701663045,0.03900957240579899,0.1977272094886931,0.41782444102495925,0.35026095206082325,0.7359629662760296,5
1.3493419076647353,0.21744675873693678,0.16811370290989272,1.1733569184680053,0.0421095854057432,0.21895407628648336,0.35465459517101305,0.2861891075295617,0.7817125750911293,5
1.3493419076647353,0.21744675873693678,0.1768259042523061,1.1888081070050889,0.04195447201400059,0.21302826904951058,0.3611959293724902,0.294162101873414,0.7817125750911293,5
1.3123269389657268,0.1331829665822012,0.4637820605277281,0.7046211877470209,0.03645389071590923,0.2109611618501474,0.4417800369386983,0.2609446422033093,1.235792725104069,7
1.271653383370449,0.20858889559160831,0.25267181912180225,0.6673790841321144,0.04330113101708907,0.18593746387518872,0.3211429144139173,0.33261897625067005,0.8253848087910537,5
1.189511807513567,0.21322214326157649,0.07751990228194118,1.2596540929750524,0.03551238158357668,0.1430845094088359,0.4876594687515575,0.18380317178333946,0.6879308761165988,4
1.2497385254743898,0.14908017466769452,0.4284766578191979,0.7046211877470209,0.04327960660924423,0.19455341518315025,0.2718158573237027,0.3137682494456026,0.7817125750911293,6
1.3493419076647353,0.10417005489357525,0.4068350997449944,0.7046211877470209,0.03384048879586241,0.2642947320740722,0.4932146683430648,0.195884115040554,0.8671583948358643,6
1.2146103174812912,0.1717946377474551,0.27699106596870476,0.8627127177292042,0.03481082169806972,0.20394869914856625,0.562122910236487,0.2357089027115093,0.982564042678141,5
1.2497385254743898,0.18243713490038022,0.1940734156664467,0.6277746701663045,0.03821952479633665,0.1781824235215268,0.3611959293724902,0.29107237748587983,0.9071900134505322,5
1.3123269389657268,0.19589993423555005,0.10538939911909014,0.8627127177292042,0.03516945609822026,0.09520907525060558,0.3611959293724902,0.195884115040554,0.8671583948358643,5
1.119798419693006,0.17459664009066103,0.13265368661961338,0.8898158670511075,0.03534283693287293,0.27696308178330925,0.5150580623982525,0.22988717316025695,0.982564042678141,6
1.0193580596400982,0.1717946377474551,0.15050784190546124,0.5403098156358679,0.03443572746639109,0.26267700664990035,0.4650463345515199,0.20702923940802792,0.8253848087910537,5
1.2146103174812912,0.17730172767429922,0.21951552762259488,0.7046211877470209,0.03443572746639109,0.22102766617372327,0.42989077333648396,0.2173296206217098,0.9071900134505322,5
1.2497385254743898,0.18243713490038022,0.1940734156664467,0.6277746701663045,0.03821952479633665,0.1781824235215268,0.3611959293724902,0.29107237748587983,0.9071900134505322,5
1.148985758723749,0.2280731858665157,0.0,0.7397400381324154,0.03443572746639109,0.23538344749276385,0.5363200893040598,0.20341232285865737,0.8671583948358643,5
1.2383439688596058,0.2206862902494829,0.0,0.772941406705803,0.03481082169806972,0.2694921256520084,0.4876594687515575,0.2173296206217098,1.0181377286032471,6
1.088636160974,0.2242695774227146,0.06809032179465113,0.8898158670511075,0.035998871149549645,0.14333632349789996,0.47075950228516916,0.1996984034904862,1.1175484049640374,5
1.119798419693006,0.22539580398504194,0.0,0.9156975894265236,0.038110677701369076,0.29589823699990814,0.5310575062562023,0.2105523825387784,1.2631954199992945,6
1.2924862041150629,0.22191604979800114,0.11454328571443537,0.8627127177292042,0.034992148590296035,0.09405635877885186,0.3611959293724902,0.23851379234233525,1.0181377286032471,5
1.119798419693006,0.21538271229861383,0.11454328571443537,1.7312003475701943,0.03298153469633681,0.26384815314464377,0.5257599333761278,0.1919659474790872,0.8671583948358643,6
0.7567839883993588,0.14908017466769452,0.22788513791829662,0.7046211877470209,0.0378856754031983,0.1728621121273149,0.4876594687515575,0.20341232285865737,0.7817125750911293,5
1.2383439688596058,0.2206862902494829,0.0,1.3865864017916922,0.03551238158357668,0.18198835750768336,0.49873164381976626,0.20341232285865737,0.9456177757789048,6
1.2383439688596058,0.21467351350634126,0.13265368661961338,0.8898158670511075,0.03551238158357668,0.1389157860202902,0.5096528661527667,0.2205895470214732,1.3157411286336602,6
1.271653383370449,0.1688914684609404,0.25267181912180225,0.804403577441019,0.03127775110109185,0.24757013904808953,0.39938196927289227,0.25636307393677377,0.982564042678141,7
0.8927097174156964,0.2542362708704055,0.08687883345965833,0.5855282183815296,0.042008330031167294,0.2229839743520954,0.5519021520712888,0.17517883205882756,1.0181377286032471,4
1.176406818991397,0.18723090615579355,0.3165360653971067,1.425370819049645,0.03320360391669529,0.097810743938283,0.4592923573059151,0.2773239868186391,1.235792725104069,5
1.176406818991397,0.18723090615579355,0.3165360653971067,1.425370819049645,0.03320360391669529,0.097810743938283,0.4592923573059151,0.2773239868186391,1.235792725104069,5
1.34039965576256,0.2160811892417543,0.2689353752074581,0.9869088906405306,0.03584031351185684,0.22344866966800989,0.41782444102495925,0.18794023970064458,0.8253848087910537,4
1.2022401401302003,0.19589993423555005,0.18547884452468072,0.9404522868105489,0.04326977246903756,0.28988079284800217,0.38685068032247866,0.28947867198324756,1.235792725104069,6
1.271653383370449,0.22251744408586882,0.20261048895599293,0.8342819481725035,0.03204121087063751,0.23205544450410034,0.4417800369386983,0.3258776602927712,1.178502354740281,5
1.1044785484684032,0.22369405430111652,0.01983949544729266,0.7046211877470209,0.02619033424737271,0.25488174897637206,0.5415481115944146,0.1919659474790872,0.9071900134505322,5
0.5325807528316908,0.20168980831629524,0.14161228889137867,0.804403577441019,0.02764255648168785,0.08691698973516648,0.7346413456757164,0.20702923940802792,1.7730727328296039,4
1.2266395699826738,0.24543359372344237,0.36996076022010055,0.8342819481725035,0.03900957240579899,0.13459727327921028,0.4117233231547657,0.25636307393677377,0.7817125750911293,5
1.331255232806719,0.1373877778246059,0.4356129092785431,0.6277746701663045,0.03891820082345615,0.20412002408051924,0.4117233231547657,0.213984851312742,0.9071900134505322,5
1.0376400597020827,0.17459664009066103,0.21109091565415253,0.6277746701663045,0.03127775110109185,0.24158717870426344,0.4650463345515199,0.20702923940802792,0.7817125750911293,5
0.8681633924676062,0.14532937918324285,0.324302948763621,0.5403098156358679,0.03320360391669529,0.08835245386987671,0.4534970228372182,0.213984851312742,0.7817125750911293,5
1.34039965576256,0.22251744408586882,0.23620054136519963,0.6673790841321144,0.03320360391669529,0.12245653395495724,0.348060671609263,0.2586803812974637,0.7817125750911293,5
1.0722393360912406,0.20168980831629524,0.03936551200236255,0.8342819481725035,0.03204121087063751,0.2793705332986394,0.49873164381976626,0.22988717316025695,0.8671583948358643,6
1.0722393360912406,0.1978932282987683,0.03936551200236255,0.804403577441019,0.0317924890290996,0.24588263571238145,0.4932146683430648,0.23283411389682554,0.8671583948358643,6
1.3219005233605368,0.1688914684609404,0.3165360653971067,1.0297613340314702,0.03462538043211023,0.16867813874534285,0.3805120905841854,0.20702923940802792,0.8671583948358643,5
1.2146103174812912,0.1998223553558186,0.14161228889137867,0.9869088906405306,0.03863181337408038,0.2540402475742928,0.3611959293724902,0.22988717316025695,1.1485120534588407,6
1.2266395699826738,0.21744675873693678,0.03936551200236255,1.1733569184680053,0.03516945609822026,0.2855976430545147,0.4650463345515199,0.195884115040554,0.9071900134505322,5
1.4502009859100207,0.1799139438603384,0.47073257054402445,1.1064438544787172,0.03228434742343734,0.23538344749276385,0.2718158573237027,0.22988717316025695,0.9456177757789048,5
1.2022401401302003,0.2187717427387428,0.11454328571443537,1.3442505251662527,0.03872936815835016,0.25488174897637206,0.41782444102495925,0.26532016659881963,0.8671583948358643,5
1.2383439688596058,0.21322214326157649,0.16811370290989272,0.8627127177292042,0.03363296691453863,0.19979414203942772,0.5150580623982525,0.2173296206217098,1.0855468470854945,5
1.176406818991397,0.1717946377474551,0.27699106596870476,0.8898158670511075,0.03320360391669529,0.13624941557789766,0.5042108833820494,0.1996984034904862,0.8671583948358643,6
1.34039965576256,0.17459664009066103,0.3473305310882265,0.8342819481725035,0.034241763078553575,0.22174492088317374,0.5204269337426976,0.23283411389682554,0.7817125750911293,5
1.2266395699826738,0.22594679597776832,0.4140882237225068,0.7046211877470209,0.0390989748033596,0.1254784518265057,0.38685068032247866,0.2515628339936908,0.8253848087910537,5
1.2022401401302003,0.20168980831629524,0.15050784190546124,0.7397400381324154,0.03534283693287293,0.21228091149702158,0.4876594687515575,0.22686573846260927,0.9071900134505322,7
1.134625135851859,0.2305663897788822,0.04901437635853453,0.772941406705803,0.03462538043211023,0.16251621441330183,0.4932146683430648,0.2105523825387784,1.0181377286032471,5
1.1629052792851333,0.22959020432342622,0.04901437635853453,1.291597587029288,0.03551238158357668,0.22102766617372327,0.5042108833820494,0.12966685254431315,1.3409635950866459,5
1.1629052792851333,0.22959020432342622,0.04901437635853453,1.291597587029288,0.03551238158357668,0.22102766617372327,0.5042108833820494,0.12966685254431315,1.3409635950866459,5
1.2022401401302003,0.20168980831629524,0.10538939911909014,0.5855282183815296,0.034241763078553575,0.18412417044910806,0.5096528661527667,0.213984851312742,0.9456177757789048,5
1.0722393360912406,0.22755295665820185,0.06809032179465113,0.6277746701663045,0.03363296691453863,0.23538344749276385,0.5204269337426976,0.213984851312742,1.2898311048459155,5
1.383236745322172,0.14908017466769452,0.47073257054402445,0.772941406705803,0.03320360391669529,0.24111794237277023,0.42989077333648396,0.269501395615171,1.2898311048459155,5
1.2608372803848844,0.22755295665820185,0.04901437635853453,0.7397400381324154,0.03320360391669529,0.24318261374895594,0.4650463345515199,0.29712720329570336,1.235792725104069,6
